Planning_area,EWR,Objectives
Murray Lower Darling,OB8_P,"NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NF10,NV1,NV2,NV3,NV4,WB1,WB2,WB3,WB4,WB5,EF1,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2,OS3,OS4"
Murray Lower Darling,OB8_S,"NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NF10,NV1,NV2,NV3,NV4,WB1,WB2,WB3,WB4,WB5,EF1,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2,OS3,OS4"
Murray Lower Darling,OB9,"NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NF10,NV1,NV2,NV3,NV4,WB1,WB2,WB3,WB4,WB5,EF1,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2,OS3,OS4"
Murray Lower Darling,OB10,"NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NF10,NV1,NV2,NV3,NV4,WB1,WB2,WB3,WB4,WB5,EF1,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2,OS3,OS4"
Murray Lower Darling,WP1,"NF2,NF3.NF4,NF5,NF6,NF7,NF8,NF9,NF10,NV1,NV2,NV3,EF1,EF2,EF3,EF4"
Murray Lower Darling,WP2,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV2,NV3,NV4,WB1,WB2,WB5,EF1,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2"
Murray Lower Darling,WP3,"NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NF10,EF2,EF3"
Murray Lower Darling,WP4,"NF1,NF2,NF3,NF4,NF5,NF6,NF8,NF9,NF10,EF2,EF3,EF4,EF5,EF7"
Murray Lower Darling,LLLF,"NF1,NV2A,NV3,NV4E,WB1,WB2,WB5,EF1,EF2,EF3,EF4,EF5"
Murray Lower Darling,MLLF,"NV1,NV2,NV3,NV4,WB5,EF1,EF2,EF3,EF4,EF5"
Murray Lower Darling,HLLF,"NF4,NF5,NF6,NV2a,NV2b,NV3,NV4c,NV4d,NV4e,WB1,WB2,WB4,WB5,EF1,EF2,EF3,EF4,EF5,EF6"
Murray Lower Darling,VHLLF,"NF4,NF5,NF6,NV2a,NV2b,NV3,NV4c,NV4d,NV4e,WB1,WB2,WB4,WB5,EF1,EF2,EF3,EF4,EF5,EF6"
NSW Border Rivers,BF1_a,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,WB1,EF1,EF2,EF3a"
NSW Border Rivers,BF1_b,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,WB1,EF1,EF2,EF3a"
NSW Border Rivers,BF2_a,"NF,NF2,NF3,NF5,NF6,NF8,WB1,NV1,EF1"
NSW Border Rivers,BF2_b,"NF,NF2,NF3,NF5,NF6,NF8,WB1,NV1,EF1"
NSW Border Rivers,BK1,"NF6,NF9,WB1,WB2,WB5,NV1,NV2,NV3,EF2,EF3a,EF3b,EF4,EF5,EF6"
NSW Border Rivers,BK1_ds,"NF6,NF9,WB1,WB2,WB5,NV1,NV2,NV3,EF2,EF3a,EF3b,EF4,EF5,EF6"
NSW Border Rivers,BK1_us,"NF6,NF9,WB1,WB2,WB5,NV1,NV2,NV3,EF2,EF3a,EF3b,EF4,EF5,EF6"
NSW Border Rivers,BK2,"NF3,WB1,WB3,NV1,NV2,NV4a,NV4b,NV4e"
NSW Border Rivers,BK2_ds,"NF3,WB1,WB3,NV1,NV2,NV4a,NV4b,NV4e"
NSW Border Rivers,BK2_P,"NF3,WB1,WB3,NV1,NV2,NV4a,NV4b,NV4e"
NSW Border Rivers,BK2_S,"NF3,WB1,WB3,NV1,NV2,NV4a,NV4b,NV4e"
NSW Border Rivers,BK2_us,"NF3,WB1,WB3,NV1,NV2,NV4a,NV4b,NV4e"
NSW Border Rivers,CF,"NF1,EF1,EF2"
NSW Border Rivers,CF_a,"NF1,EF1,EF2"
NSW Border Rivers,CF_b,"NF1,EF1,EF2"
NSW Border Rivers,CF_c,"NF1,EF1,EF2"
NSW Border Rivers,LF1_P,"NF1,NF6,NF9,NV3,EF1,EF2,EF3a,EF4,EF6"
NSW Border Rivers,LF1_S,"NF1,NF6,NF9,NV3,EF1,EF2,EF3a,EF4,EF6"
NSW Border Rivers,LF2,"NF2,NF4"
NSW Border Rivers,LF3,"NF1,NF3,NF7,NV1,NV2,NV3,EF2,EF4"
NSW Border Rivers,OB1,"NF1,NF9,WB1,WB3,WB5,NV2,NV3,NV4a,NV4b,NV4c,NV4e,EF2,EF4,EF5,EF7"
NSW Border Rivers,OB1_P,"NF1,NF9,WB1,WB3,WB5,NV2,NV3,NV4a,NV4b,NV4c,NV4e,EF2,EF4,EF5,EF7"
NSW Border Rivers,OB1_S,"NF1,NF9,WB1,WB3,WB5,NV2,NV3,NV4a,NV4b,NV4c,NV4e,EF2,EF4,EF5,EF7"
NSW Border Rivers,OB2,"WB1,WB3,WB5,NV2,NV3,NV4a,NV4b,NV4c,NV4d,NV4e,EF2,EF4,EF5,EF6,EF7"
NSW Border Rivers,OB2_P,"WB1,WB3,WB5,NV2,NV3,NV4a,NV4b,NV4c,NV4d,NV4e,EF2,EF4,EF5,EF6,EF7"
NSW Border Rivers,OB2_S,"WB1,WB3,WB5,NV2,NV3,NV4a,NV4b,NV4c,NV4d,NV4e,EF2,EF4,EF5,EF6,EF7"
NSW Border Rivers,OB2_WHA_P,"WB1,WB3,WB5,NV2,NV3,NV4a,NV4b,NV4c,NV4d,NV4e,EF2,EF4,EF5,EF6,EF7"
NSW Border Rivers,OB2_WHA_S,"WB1,WB3,WB5,NV2,NV3,NV4a,NV4b,NV4c,NV4d,NV4e,EF2,EF4,EF5,EF6,EF7"
NSW Border Rivers,OB3,"WB1,WB3,WB5,NV2,NV3,NV4a,NV4b,NV4c,NV4d,NV4e,EF2,EF4,EF5,EF6,EF7"
NSW Border Rivers,SF1_a_P,"NF1,NF6,NF8,NV1,EF3a,EF3b,EF4"
NSW Border Rivers,SF1_a_S,"NF1,NF6,NF8,NV1,EF3a,EF3b,EF4"
NSW Border Rivers,SF1_b_P,"NF1,NF6,NF8,NV1,EF3a,EF3b,EF4"
NSW Border Rivers,SF1_b_S,"NF1,NF6,NF8,NV1,EF3a,EF3b,EF4"
NSW Border Rivers,SF1_P,"NF1,NF6,NF8,NV1,EF3a,EF3b,EF4"
NSW Border Rivers,SF1_S,"NF1,NF6,NF8,NV1,EF3a,EF3b,EF4"
NSW Border Rivers,SF2,"NF2,NF3,NF5"
NSW Border Rivers,VL_a,"NF1,WB1,EF1,EF2"
NSW Border Rivers,VL_b,"NF1,WB1,EF1,EF2"
