,NodeType,Env_obj,Env_obj_main,Target,Env_obj_number,Objective,Target.species,PU,link
1790,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Mid.Murray.2,1
1791,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Mid.Murray.3,1
1792,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Mid.Murray.4,1
1793,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Edward.Wakool.5,1
1794,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Edward.Wakool.6,1
1795,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Edward.Wakool.7,1
1796,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Murray.8,1
1797,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Murray.9,1
1798,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Murray.10,1
1799,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Murray.11,1
1800,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Murray.12,1
1801,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Murray.13,1
1802,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Menindee.Lakes.14,1
1803,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Menindee.Lakes.15,1
1804,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Darling.River...Darling.Anabranch.16,1
1805,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Darling.River...Darling.Anabranch.17,1
1806,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Darling.River...Darling.Anabranch.18,1
1807,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Darling.River...Darling.Anabranch.19,1
1808,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..20,1
1809,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..21,1
1810,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..22,1
1811,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..23,1
1812,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..24,1
1813,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..25,1
1814,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..26,1
1815,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..27,1
1816,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..28,1
1817,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..29,1
1818,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..30,1
1819,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Upper.Murray..Murray.source.to.Hume.dam..31,1
1820,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Mid.Murray.and.Edward.Wakool.32,1
1821,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Mid.Murray.and.Edward.Wakool.33,1
1822,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Mid.Murray.and.Edward.Wakool.34,1
1823,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Mid.Murray.and.Edward.Wakool.35,1
1824,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Mid.Murray.and.Edward.Wakool.36,1
1825,Environmental objective,EF5,EF,Priority ecosystem function,5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Abiotic transportation,Lower.Murray.Darling.37,1
482,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,trout cod,Mid.Murray.1,1
1827,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Mid.Murray.2,1
1828,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Mid.Murray.3,1
1829,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Mid.Murray.4,1
1830,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Edward.Wakool.5,1
1831,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Edward.Wakool.6,1
1832,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Edward.Wakool.7,1
1833,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Lower.Murray.8,1
1834,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Lower.Murray.9,1
1835,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Lower.Murray.10,1
1836,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Lower.Murray.11,1
1837,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Lower.Murray.12,1
1838,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Lower.Murray.13,1
1839,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Menindee.Lakes.14,1
1840,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Menindee.Lakes.15,1
1841,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Lower.Darling.River...Darling.Anabranch.16,1
1842,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Lower.Darling.River...Darling.Anabranch.17,1
1843,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Lower.Darling.River...Darling.Anabranch.18,1
1844,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Lower.Darling.River...Darling.Anabranch.19,1
1845,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Upper.Murray..Murray.source.to.Hume.dam..20,1
1846,Environmental objective,EF6,EF,Priority ecosystem function,6,Support groundwater conditions to sustain groundwater dependent biota,Groundwater,Upper.Murray..Murray.source.to.Hume.dam..21,1
